schema_name;table_name;row_count
dbo;TPPROTYPSUBJ;0
dbo;TYPDOKADD;0
dbo;TYPDOKMENA;0
dbo;UCETEVERIFIN;0
dbo;TYPSUBJADD;0
dbo;TYPOPERNAPV;0
dbo;TYPPROJ;0
dbo;TYPPROJADD;0
dbo;UCETZAPA;0
dbo;UCETZAPPAR;0
dbo;UCETZAPPLANA;0
dbo;UCETZAPW;0
dbo;UCETZURNAL;0
dbo;UDALOST;0
dbo;UDALOSTOFFLINE;0
dbo;UDALOSTPROUZIV;0
dbo;SCHED_MONTHS;0
dbo;SEZHDOK;0
dbo;SKP;0
dbo;SKUPDPH;0
dbo;SERVISHDOK;0
dbo;SERVISKARTAHDOK;0
dbo;SERVISKARTASDOK;0
dbo;SERVISPOSADKA;0
dbo;SERVISSDOK;0
dbo;SECUSIGNDOC;0
dbo;SECUSIGNDOCDETAIL;0
dbo;SDOKPOZNA;0
dbo;qVykazZZ_Olap;0
dbo;SBERNA;0
dbo;SDOKADDSYS;0
dbo;SDOKCAM;0
dbo;SDOKKALK;0
dbo;SDOKKTPARAM;0
dbo;SDOKOffLine;0
dbo;SDOKOffLineSAVE;0
dbo;SDOK_NMVSPACK;0
dbo;SDOK_VN;0
dbo;SDOK_W;0
dbo;SDOKA;0
dbo;SDOKAADD;0
dbo;SKUPWEBSTR;0
dbo;SKUPWEBSTRPRAVA;0
dbo;STRUPROCES;0
dbo;SUBJGDPR;0
dbo;SUBJGDPRADD;0
dbo;SUBJINFO;0
dbo;SUBJINFO_CREDITCHECK;0
dbo;SUBJVTSPOZN;0
dbo;SUBJPOZNADD;0
dbo;SUBJOSOBAPOZN;0
dbo;SUBJEKT_W_PRENOS;0
dbo;XXHODKRITER;0
dbo;XXHISUDALOST;0
dbo;XXEDIPROTPOZN;0
dbo;XXEXTSLUZBY;0
dbo;XXCMARCHHDOKNEBRAT;0
dbo;XXCENAPORIZENI;0
dbo;XXCASTROL_MASTER_DATA_310;0
dbo;XXBATRANSFORM;0
dbo;XXBPMNATTA;0
dbo;XXBPMNCONN;0
dbo;XXBPMNELEM;0
dbo;XXBPMNTYPE;0
dbo;XXBAERPEVENT;0
dbo;XXBAPME;0
dbo;XXAKCEOBJ;0
dbo;UZIVATELPOZN;0
dbo;UZIVPRODEJNA;0
dbo;USERVAZBA;0
dbo;UKAZATELDATA;0
dbo;UKOL;0
dbo;UKOLADD;0
dbo;UKOLDOC;0
dbo;UKOLLIST;0
dbo;UKOLLISTADD;0
dbo;VAZBAKCIN;0
dbo;VYKAZ;0
dbo;VYROBA;0
dbo;VYROBAADD;0
dbo;VYROBAPOZN;0
dbo;VYRSDOK;0
dbo;VYRVARIANTA;0
dbo;VYRVARIANTAADD;0
dbo;VYUCTTEPLADETAIL;0
dbo;VYUCTTEPLADETAIL_W;0
dbo;VZORPREUCT;0
dbo;VZORPREUCTSTRED;0
dbo;WS_APPLICATION;0
dbo;WS_JOURNAL;0
dbo;WSDOK_DF;0
dbo;WVykazAP;0
dbo;WVykazAP_Detail;0
dbo;WVykazZZ;0
dbo;WVykazZZ_Detail;0
dbo;WEBSTRVESKUP;0
dbo;WEBSTRZMENA;0
dbo;WFLOWDFN;0
dbo;WFLOWDFN_VZOR;0
dbo;WORK_ARCHIV;0
dbo;Work_Archiv_PoRR;0
dbo;Work_Archiv_PoZZ;0
dbo;Work_Archiv_PrvniVyber;0
dbo;WORK_SALDO;0
dbo;WORK_VAZBA;0
dbo;WORKFLOW;0
dbo;VYKAZOPAK;0
dbo;WZBOZSKL_DF;0
dbo;WEBAUTHNCREDENTIALS;0
dbo;XXABCONSK;0
